source,index,text
unknown,604,ROUND | 14.0
unknown,605,1-4 BIZZ | 1.0
unknown,606,4-3 PUMA | 1.0
unknown,607,BESWICK | 14.0
unknown,608,BROWNELL | 5.0
unknown,609,HOVEY | 5.0
unknown,610,MARY | 18.0
unknown,611,MEAMBER | 5.0
unknown,612,RANCH | 5.0
unknown,613,STUHR | 9.0
unknown,614,PASEO | 2.0
unknown,615,DIABLO | 14.0
unknown,616,PIERCY | 14.0
unknown,617,KIRKER | 10.0
unknown,618,HARRIS | 14.0
unknown,619,GULCH | 1.0
unknown,620,ABERDEEN | 14.0
unknown,621,CANNON | 7.0
unknown,622,FORK | 9.0
unknown,623,HIDING | 2.0
unknown,624,CREEKSIDE | 9.0
unknown,625,MAXWELL | 7.0
unknown,626,COW | 2.0
unknown,627,ROCK | 2.0
unknown,628,FAWN | 7.0
unknown,629,BEALE | 11.0
unknown,630,FIDDYMENT | 14.0
unknown,631,HUTTO | 2.0
unknown,632,LOMA | 2.0
unknown,633,SPENCEVILLE | 14.0
unknown,634,WISE | 11.0
unknown,635,GLEN | 10.0
unknown,636,RIVER | 14.0
unknown,637,INTANKO | 14.0
unknown,638,FRENCHTOWN | 10.0
unknown,639,QUAIL | 9.0
unknown,640,SPRING | 2.0
unknown,641,WATT | 14.0
unknown,642,SALMON | 14.0
unknown,643,BELL | 2.0
unknown,644,GOOSE | 2.0
unknown,645,BLACKSTONE | 9.0
unknown,646,STEINS | 9.0
unknown,647,LAWRENCE | 14.0
unknown,648,SETTLERS | 2.0
unknown,649,PINE | 2.0
unknown,650,HOUSE | 3.0
unknown,651,SOUTH | 14.0
unknown,652,ALABAMA | 1.0
unknown,653,HOPKINS | 7.0
unknown,654,BALLARD | 5.0
unknown,655,ONE | 5.0
unknown,656,CABALLO | 2.0
unknown,657,SODA | 5.0
unknown,658,CERRITO | 9.0
unknown,659,MUNIZ | 5.0
unknown,660,TULLEY | 5.0
unknown,661,WILSON | 5.0
unknown,662,COUNTY | 11.0
unknown,663,LOPEZ | 2.0
unknown,664,MOODY | 9.0
unknown,665,WEST | 10.0
unknown,666,GROVE | 14.0
unknown,667,ACACIA | 2.0
unknown,668,DREAM | 7.0
unknown,669,GRANGE | 2.0
unknown,670,GIBSON | 7.0
unknown,671,EASTSIDE | 2.0
unknown,672,PLYE | 7.0
unknown,673,NEWELL | 10.0
unknown,674,DIMOND | 7.0
unknown,675,STUBBS | 7.0
unknown,676,SCOTTS | 9.0
unknown,677,OLD | 11.0
unknown,678,SPRING | 5.0
unknown,679,GREEN | 5.0
unknown,680,CREEK WEST | 7.0
unknown,681,SKY | 5.0
unknown,682,MUSTANG | 7.0
unknown,683,OAK | 2.0
unknown,684,LEESVILLE | 8.0
unknown,685,SPRING | 9.0
unknown,686,COLEMAN | 7.0
unknown,687,CREEK | 7.0
unknown,688,MIDDLE | 11.0
unknown,689,I-80 LYNCH | 10.0
unknown,690,CLOVER | 14.0
unknown,691,CASTLE | 4.0
unknown,692,CREEK | 7.0
unknown,693,MOUNTAIN | 7.0
unknown,694,KIWI | 2.0
unknown,695,CAMPO | 5.0
unknown,696,MILE | 7.0
unknown,697,LINE | 5.0
unknown,698,AIROLA | 14.0
unknown,699,WASHINGTON | 14.0
unknown,700,LITTLE | 9.0
unknown,701,WOODMAN | 5.0
unknown,702,HART | 1.0
unknown,703,COLD | 1.0
unknown,704,FORK | 1.0
unknown,705,KING | 1.0
unknown,706,PORCUPINE | 1.0
unknown,707,SENTINEL | 1.0
unknown,708,HOOVER | 1.0
unknown,709,LOST | 1.0
unknown,710,COUNTY LINE | 1.0
unknown,711,SMITH | 2.0
unknown,712,GRAHAM | 2.0
unknown,713,POND | 1.0
unknown,714,LUKENS | 1.0
unknown,715,TILTILL | 1.0
unknown,716,MOJAVE | 1.0
unknown,717,KNP Complex | 1.0
unknown,718,OVERLAND | 4.0
unknown,719,SOUTHERN | 2.0
unknown,720,BORDER | 9.0
unknown,721,BORDER 2 | 5.0
unknown,722,BORDER 9 | 9.0
unknown,723,SIERRA | 14.0
unknown,724,CLEVENGER | 14.0
unknown,725,MESA 3 | 14.0
unknown,726,MARRON 4 | 10.0
unknown,727,YSABEL 2 | 14.0
unknown,728,BORDER 13 | 11.0
unknown,729,QUEEN | 2.0
unknown,730,BAMBI | 4.0
unknown,731,MARRON 6 | 5.0
unknown,732,ARUBA | 14.0
unknown,733,OLD HIGHWAY 80  / LA POSTA RD | 1.0
unknown,734,ESTRADA | 18.0
unknown,735,CRYSTAL | 4.0
unknown,736,AMERICAN | 7.0
unknown,737,BAKER | 7.0
unknown,738,FISH | 3.0
unknown,739,GOLD | 14.0
unknown,740,MARLAR | 10.0
unknown,741,OWENS | 9.0
unknown,742,RUTH 2 | 2.0
unknown,743,SLOPE | 11.0
unknown,744,TIVY | 2.0
unknown,745,WATTS | 9.0
unknown,746,MALLARD | 2.0
unknown,747,TOWSLEY | 14.0
unknown,748,KELLOGG | 14.0
unknown,749,NEWTON | 14.0
unknown,750,SPRINGS | 14.0
unknown,751,RYE | 2.0
unknown,752,KNOLLS | 14.0
unknown,753,TURNBULL | 14.0
unknown,754,NORTH | 14.0
unknown,755,VIRGENES | 14.0
unknown,756,PINE | 14.0
unknown,757,PALISADES | 14.0
unknown,758,LIMA | 14.0
unknown,759,DULCE | 14.0
unknown,760,TUMBLEWEED | 14.0
unknown,761,FLORES | 14.0
unknown,762,SYCAMORE | 10.0
unknown,763,VASQUEZ | 14.0
unknown,764,GOLDEN | 10.0
unknown,765,DALTON | 10.0
unknown,766,TONNER | 14.0
unknown,767,TUNA | 14.0
unknown,768,MIDDLE | 11.0
unknown,769,REGIONAL | 9.0
unknown,770,AROMAS | 10.0
unknown,771,PINNACLES | 9.0
unknown,772,SARGENT | 5.0
unknown,773,FERRIS | 5.0
unknown,774,JOLON | 2.0
unknown,775,PANOCHE | 10.0
unknown,776,ADOBE | 2.0
unknown,777,TIFFANY | 5.0
unknown,778,COYOTE | 5.0
unknown,779,TRAIL | 14.0
unknown,780,ANTELOPE | 10.0
unknown,781,VISTA | 5.0
unknown,782,IRON | 9.0
unknown,783,TWITCHELL | 10.0
unknown,784,INDEPENDENCE | 2.0
unknown,785,TOWER | 14.0
unknown,786,CRESTON | 14.0
unknown,787,GROVE | 10.0
unknown,788,TOBIN | 10.0
unknown,789,HIGUERA | 14.0
unknown,790,FRANKLIN | 5.0
unknown,791,SUCCESS 2 | 1.0
unknown,792,BUZZARD | 2.0
unknown,793,PASO | 18.0
unknown,794,GRANITE INC | 11.0
unknown,795,FREEWAY | 10.0
unknown,796,MESA | 14.0
unknown,797,SABODAN | 2.0
unknown,798,LAND | 14.0
unknown,799,CRANE | 14.0
unknown,800,ROOST | 14.0
unknown,801,GRAPEVINE | 10.0
unknown,802,CANYON | 14.0
unknown,803,WOLVES | 18.0
unknown,804,RIDGE | 14.0
unknown,805,YANKEE | 10.0
unknown,806,SHELL | 14.0
unknown,807,MANOR | 14.0
unknown,808,DOYLE | 14.0
unknown,809,BEALE | 10.0
unknown,810,EDMONSON | 10.0
unknown,811,LAVAL | 14.0
unknown,812,BOAT | 10.0
unknown,813,MOUNTAIN | 14.0
unknown,814,HILL NORTH DIVISION | 14.0
unknown,815,OAK | 14.0
unknown,816,AROSA | 14.0
unknown,817,BENNETT | 14.0
unknown,818,KIBBIE | 14.0
unknown,819,DANTONI | 14.0
unknown,820,RIVER | 10.0
unknown,821,MYRNA | 14.0
unknown,822,BROADWAY | 14.0
unknown,823,DOOLITTLE | 10.0
unknown,824,BRIDGE | 14.0
unknown,825,STAR BEND | 14.0
unknown,826,BEALE2 | 11.0
unknown,827,VIRGINIA | 14.0
unknown,828,WESTWOOD | 14.0
unknown,829,RANCH | 14.0
unknown,830,SULPHUR | 14.0
unknown,831,LAURIE | 14.0
unknown,832,UNNAMED | 2.0
unknown,833,CASITAS | 14.0
unknown,834,COYOTE | 14.0
unknown,835,PECK | 14.0
unknown,836,HUNGRY | 10.0
unknown,837,VICTORIA | 14.0
unknown,838,ROCK | 7.0
unknown,839,CREEK | 14.0
unknown,840,KATHRYN | 14.0
unknown,841,NIGUEL | 14.0
unknown,842,LAGUNA | 14.0
unknown,843,CECIL | 10.0
unknown,844,BONITA | 10.0
unknown,845,RIDGE | 2.0
unknown,846,WINDY RIDGE | 14.0
unknown,847,PICO | 2.0
unknown,848,BONITA | 14.0
unknown,849,COLD | 5.0
unknown,850,SPRINGS | 14.0
unknown,851,ABERNATHY | 11.0
unknown,852,ONION | 14.0
unknown,853,FLAT | 14.0
unknown,854,CORRAL | 14.0
unknown,855,BLUE | 9.0
unknown,856,GIBRALTAR | 14.0
unknown,857,FLATS | 9.0
unknown,858,WILLOW | 9.0
unknown,859,INYO CREEK | 1.0
unknown,860,ANTELOPE | 1.0
unknown,861,LAVA | 1.0
unknown,862,SKY | 14.0
unknown,863,PEAK | 9.0
unknown,864,TENNANT | 14.0
unknown,865,SALT | 2.0
unknown,866,HENRY | 1.0
unknown,867,BLUE | 14.0
unknown,868,SUGAR | 14.0
unknown,869,TANGLE | 9.0
unknown,870,CLOUD | 9.0
unknown,871,CARY | 14.0
unknown,872,JUNIPER | 1.0
unknown,873,DEXTER | 1.0
unknown,874,ROAD | 2.0
unknown,875,COYOTE | 2.0
unknown,876,SUMMIT | 1.0
unknown,877,FAIRCHILD | 1.0
unknown,878,MCFARLAND | 1.0
unknown,879,ANTONIO | 2.0
unknown,880,PINE | 14.0
unknown,881,ANTELOPE | 1.0
unknown,882,COLDWATER | 9.0
unknown,883,BRADLEY | 9.0
unknown,884,LAKIN | 1.0
unknown,885,MOUNTAIN | 1.0
unknown,886,HAMBONE | 1.0
unknown,887,CALDOR | 14.0
unknown,888,WALKERS | 1.0
unknown,889,SYD | 9.0
unknown,890,KNOB | 14.0
unknown,891,CHAPARRAL | 9.0
unknown,892,RAILROAD | 9.0
unknown,893,MOSS | 9.0
unknown,894,LITTLE MARBLE | 4.0
unknown,895,ROUTE | 4.0
unknown,896,EMIGRANT | 2.0
unknown,897,HOBART | 9.0
unknown,898,MONUMENT | 1.0
unknown,899,MCCASH | 1.0
unknown,900,ALISAL | 1.0
unknown,901,GRAVEL | 9.0
unknown,902,ELK | 14.0
unknown,903,DRY | 14.0
unknown,904,DOW | 9.0
unknown,905,ROADSIDE | 2.0
unknown,906,HORSE | 9.0
unknown,907,CHICKEN | 2.0
unknown,908,DESERT | 9.0
unknown,909,FLATS | 2.0
unknown,910,FRENCH | 14.0
unknown,911,GRAPEVINE | 5.0
unknown,912,HANDLINE | 14.0
unknown,913,YUHA | 14.0
unknown,914,HIGHLINE | 9.0
unknown,915,MINERAL | 14.0
unknown,916,OLD WOMAN | 1.0
unknown,917,OLD WOMAN 2 | 1.0
unknown,918,OWENS | 9.0
unknown,919,PEAK | 14.0
unknown,920,POLELINE | 14.0
unknown,921,R-1 ROCK | 1.0
unknown,922,R-1 RYE | 1.0
unknown,923,SCENIC | 14.0
unknown,924,WILLOW | 14.0
unknown,925,BACKUS | 14.0
unknown,926,WOLF | 14.0
unknown,927,NETTLE  | 14.0
unknown,928,PORT | 14.0
unknown,929,PAN | 1.0
unknown,930,MAIN | 14.0
unknown,931,WINDY | 1.0
unknown,932,RIVER | 14.0
unknown,933,WILLOW VALLEY | 1.0
unknown,934,WESTWARD | 14.0
unknown,935,MOUNTAIN | 7.0
unknown,936,MOUNTAIN | 10.0
unknown,937,PARK | 10.0
unknown,938,SCALES | 10.0
unknown,939,PRESERVE | 14.0
unknown,940,HERMOSA | 14.0
unknown,941,CALIENTE | 6.0
unknown,942,YOSEMITE | 14.0
unknown,943,KETTLE | 14.0
unknown,944,TAMARACK | 1.0
unknown,945,EAST FORK | 1.0
unknown,946,MANZANITA | 5.0
unknown,947,BROILER | 2.0
unknown,948,PACIFICO | 15.0
unknown,949,ERBES | 14.0
unknown,950,COUNTRY | 8.0
unknown,951,MADERA 2 | 2.0
unknown,952,NEWTON | 14.0
unknown,953,PEAK | 10.0
unknown,954,ROCKY 3 | 14.0
unknown,955,BOYDEN 1 | 5.0
unknown,956,GLACIER NORTH | 1.0
unknown,957,Backus 2 | 14.0
unknown,958,DIXIE | 11.0
unknown,959,RIVER COMPLEX | 1.0
unknown,960,COYOTE | 9.0
unknown,961,DEVORE | 9.0
unknown,962,LONE | 9.0
unknown,963,DOTTA | 14.0
unknown,964,GREENHORN | 14.0
unknown,965,HARTMAN | 14.0
unknown,966,MIGUEL 3 | 14.0
unknown,967,CAMPO | 14.0
unknown,968,MILLAR | 11.0
unknown,969,TURKEY | 14.0
unknown,970,RIVER | 4.0
unknown,971,CASJR STRINGER | 11.0
unknown,972,68 | 9.0
unknown,973,DAIRY | 18.0
unknown,974,POINT | 2.0
unknown,975,SUTTER | 2.0
unknown,976,LONE ROCK | 14.0
unknown,977,UNION | 14.0
unknown,978,NELSON | 11.0
unknown,979,AMORUSO | 2.0
unknown,980,ATHENS | 14.0
unknown,981,FLEMING | 9.0
unknown,982,MELANESE | 18.0
unknown,983,PFE | 14.0
unknown,984,VALLEY | 14.0
unknown,985,WALDO | 9.0
unknown,986,WILLOW | 5.0
unknown,987,WILLOWS | 7.0
unknown,988,DYER | 8.0
unknown,989,FARRIER | 8.0
unknown,990,FIELDS | 5.0
unknown,991,JONES | 1.0
unknown,992,PAVE PAWS | 11.0
unknown,993,RIOSA | 11.0
unknown,994,NELSON | 14.0
unknown,995,5-4 POTTERS  | 1.0
unknown,996,5-6 CASCADE CREEK | 1.0
unknown,997,TEDDY | 14.0
unknown,998,COAST | 7.0
unknown,999,CZU LIGHTNING COMPLEX | 1.0
unknown,1000,OAK | 9.0
unknown,1001,CREEK | 10.0
unknown,1002,3-19 | 1.0
unknown,1003,VINEYARD | 2.0
unknown,1004,MINA | 4.0
unknown,1005,BEAR | 5.0
unknown,1006,REDWOOD | 2.0
unknown,1007,GRIZZLY | 14.0
unknown,1008,BEEGUM | 18.0
unknown,1009,4-8 | 1.0
unknown,1010,ELK | 1.0
unknown,1011,RED | 5.0
unknown,1012,MINE | 5.0
unknown,1013,AVOCADO | 14.0
unknown,1014,HONCUT | 14.0
unknown,1015,GRAND | 14.0
unknown,1016,PARK FIRE | 14.0
unknown,1017,SILVERADO | 14.0
unknown,1018,BLUE RIDGE | 14.0
unknown,1019,BOND | 14.0
unknown,1020,CLARK | 14.0
unknown,1021,DULUTH | 10.0
unknown,1022,KARCHNER | 2.0
unknown,1023,SIMPSON | 14.0
unknown,1024,WATT | 14.0
unknown,1025,LOCUST | 5.0
unknown,1026,GARDEN | 2.0
unknown,1027,FEATHER | 14.0
unknown,1028,BADGER | 10.0
unknown,1029,MINER | 14.0
unknown,1030,JENNY 2-3 | 1.0
unknown,1031,SCHOOLHOUSE | 14.0
unknown,1032,TOWNSEND | 5.0
unknown,1033,SHACKLEFORD | 14.0
unknown,1034,MOC | 9.0
unknown,1035,SALT | 9.0
unknown,1036,WALKER | 9.0
unknown,1037,BAKER | 14.0
unknown,1038,BENA | 14.0
unknown,1039,FLAT | 14.0
unknown,1040,COMANCHE | 14.0
unknown,1041,SHEEP | 14.0
unknown,1042,RESERVE | 14.0
unknown,1043,JOHNSON | 14.0
unknown,1044,SODA | 1.0
unknown,1045,WOODY | 14.0
unknown,1046,BLUE | 14.0
unknown,1047,SHERWOOD | 14.0
unknown,1048,VISTA  | 14.0
unknown,1049,GARCES | 14.0
unknown,1050,LILAC | 14.0
unknown,1051,WATER | 14.0
unknown,1052,STAGECOACH | 14.0
unknown,1053,HUNTERS | 2.0
unknown,1054,PASS | 11.0
unknown,1055,POWER | 11.0
unknown,1056,BEN | 11.0
unknown,1057,HENSLEY | 7.0
unknown,1058,FRANCISCAN | 2.0
unknown,1059,BAR | 5.0
unknown,1060,LEOPARD | 7.0
unknown,1061,DRUM | 2.0
unknown,1062,TWITCHELL | 1.0
unknown,1063,BALLARD | 14.0
unknown,1064,GAREY | 2.0
unknown,1065,PLATINA | 9.0
unknown,1066,ROSA | 5.0
unknown,1067,SPRINGS | 8.0
unknown,1068,PINES | 9.0
unknown,1069,BRUDER | 14.0
unknown,1070,HOLLISTER | 11.0
unknown,1071,KIRSCHEMANN | 2.0
unknown,1072,VIEW | 11.0
unknown,1073,GATO | 14.0
unknown,1074,LITO | 9.0
unknown,1075,DUTARD | 14.0
unknown,1076,CLARK | 7.0
unknown,1077,HUASNA | 5.0
unknown,1078,SODA | 10.0
unknown,1079,AVILA | 14.0
unknown,1080,GAGE | 2.0
unknown,1081,LAKE | 10.0
unknown,1082,SODA | 2.0
unknown,1083,RIATA | 2.0
unknown,1084,BERRY | 2.0
unknown,1085,BRANCH | 10.0
unknown,1086,II-2 | 1.0
unknown,1087,CARRIZO | 10.0
unknown,1088,TOPAZ | 2.0
unknown,1089,POND | 7.0
unknown,1090,HUTTON | 14.0
unknown,1091,CRESTA BLANCA | 10.0
unknown,1092,JUAN | 11.0
unknown,1093,PASS | 10.0
unknown,1094,III_2 | 1.0
unknown,1095,WHALE | 1.0
unknown,1096,PLACER | 2.0
unknown,1097,ZOGG | 14.0
unknown,1098,POINT | 9.0
unknown,1099,GRADE | 7.0
unknown,1100,FORKS | 15.0
unknown,1101,SPRINGS | 10.0
unknown,1102,PITZER | 9.0
unknown,1103,MENTONE | 10.0
unknown,1104,INWOOD | 11.0
unknown,1105,DERSCH | 7.0
unknown,1106,GRANT FIRE | 2.0
unknown,1107,CRONAN FIRE | 2.0
unknown,1108,RIDGE | 10.0
unknown,1109,CLAY FIRE | 3.0
unknown,1110,MEISS FIRE | 9.0
unknown,1111,DEN | 11.0
unknown,1112,FRONTIER | 7.0
unknown,1113,GATOS | 2.0
unknown,1114,HILLS | 9.0
unknown,1115,HILLS | 1.0
unknown,1116,KINGS | 2.0
unknown,1117,MINERAL | 14.0
unknown,1118,SUTTER | 11.0
unknown,1119,SYCAMORE | 7.0
unknown,1120,THERMAL | 11.0
unknown,1121,TODD | 2.0
unknown,1122,TAR | 1.0
unknown,1123,MURPHY FIRE | 11.0
unknown,1124,COPPER FIRE | 3.0
unknown,1125,CAMERON FIRE | 10.0
unknown,1126,LIBERTY FIRE | 5.0
unknown,1127,LAMBERT FIRE | 9.0
unknown,1128,CROSS | 2.0
unknown,1129,BROWN | 11.0
unknown,1130,BOOMER | 14.0
unknown,1131,BRADLEY | 2.0
unknown,1132,CARMEL | 10.0
unknown,1133,COPPERHEAD | 2.0
unknown,1134,CIRCLE | 8.0
unknown,1135,COYOTE | 14.0
unknown,1136,FRUDDEN | 14.0
unknown,1137,JOHNSON | 14.0
unknown,1138,JULIUS | 11.0
unknown,1139,METZ | 2.0
unknown,1140,RICO | 11.0
unknown,1141,RIVER | 1.0
unknown,1142,VISTA | 11.0
unknown,1143,STAGE | 7.0
unknown,1144,BITTERWATER | 11.0
unknown,1145,BITTER | 10.0
unknown,1146,HUNTER | 4.0
unknown,1147,HOLSER | 14.0
unknown,1148,LIME | 14.0
unknown,1149,ELIZABETH | 14.0
unknown,1150,PERKIN | 14.0
unknown,1151,MEDIO | 14.0
unknown,1152,SCU COMPLEX | 1.0
unknown,1153,PARK | 2.0
unknown,1154,CREWS | 8.0
unknown,1155,VOLCANO | 9.0
unknown,1156,BORDER 7 | 14.0
unknown,1157,SKYLINE 3 | 14.0
unknown,1158,WILLOWS | 14.0
unknown,1159,BORDER 11 | 14.0
unknown,1160,AIRPORT | 14.0
unknown,1161,CASINO | 7.0
unknown,1162,INDIAN | 14.0
unknown,1163,SANDERSON | 4.0
unknown,1164,SIERRA | 8.0
unknown,1165,SKYLINE | 14.0
unknown,1166,WATER | 14.0
unknown,1167,EQUESTRIAN | 11.0
unknown,1168,SOLEDAD | 9.0
unknown,1169,RIDGE | 14.0
unknown,1170,CASTAIC | 14.0
unknown,1171,WEST | 14.0
unknown,1172,3 POINTS | 14.0
unknown,1173,BOBCAT | 14.0
unknown,1174,JOHNSON | 10.0
unknown,1175,QUAIL | 5.0
unknown,1176,RAYBURN | 14.0
unknown,1177,ACTON | 9.0
unknown,1178,SAN DIMAS | 7.0
unknown,1179,AIRLINE | 7.0
unknown,1180,HILL | 10.0
unknown,1181,BRIM | 9.0
unknown,1182,SITES | 14.0
unknown,1183,POPE | 10.0
unknown,1184,LYONS | 10.0
unknown,1185,SALT | 10.0
unknown,1186,CATHOLIC | 10.0
unknown,1187,URSULINE | 2.0
unknown,1188,SIERRA | 10.0
unknown,1189,STAGE | 11.0
unknown,1190,INDIAN | 14.0
unknown,1191,KIRKLAND | 11.0
unknown,1192,PARISH | 14.0
unknown,1193,CACHE | 4.0
unknown,1194,MOUNTAIN | 11.0
unknown,1195,MEYERS | 1.0
unknown,1196,WALBRIDGE | 1.0
unknown,1197,HENNESSEY | 1.0
unknown,1198,GLASS | 14.0
unknown,1199,QUAIL | 14.0
unknown,1200,LAKEVILLE | 2.0
unknown,1201,DUNFIELD | 5.0
unknown,1202,SPANISH | 2.0
unknown,1203,DEVILS GULCH | 1.0
unknown,1204,INDIA | 9.0
unknown,1205,IRIS | 1.0
unknown,1206,DALTON  | 1.0
unknown,1207,ALLEN | 1.0
unknown,1208,BEACH | 1.0
unknown,1209,LOYALTON | 1.0
unknown,1210,SHEEP | 1.0
unknown,1211,DOLAN | 14.0
unknown,1212,FOX | 4.0
unknown,1213,SHOTGUN | 1.0
unknown,1214,NORTH COMPLEX | 1.0
unknown,1215,CASTLE | 1.0
unknown,1216,FORK | 14.0
unknown,1217,COLEMAN | 14.0
unknown,1218,POINT | 14.0
unknown,1219,CREEK | 14.0
unknown,1220,BALD | 1.0
unknown,1221,BRIDGE | 1.0
unknown,1222,IRON | 1.0
unknown,1223,BULLFROG | 14.0
unknown,1224,FLAT | 10.0
unknown,1225,DEVIL | 14.0
unknown,1226,DAVIS 3 | 7.0
unknown,1227,SPRING | 1.0
unknown,1228,PINE | 1.0
unknown,1229,FEATHER | 2.0
unknown,1230,MP 21 | 14.0
unknown,1231,GIBSON | 9.0
unknown,1232,HOBO | 11.0
unknown,1233,HARRIS | 2.0
unknown,1234,QUARTER | 14.0
unknown,1235,ADAMS | 1.0
unknown,1236,SLATER | 14.0
unknown,1237,JONES POINT | 14.0
unknown,1238,COPPER | 1.0
unknown,1239,BIRD | 1.0
unknown,1240,BROCK | 1.0
unknown,1241,BASEBALL | 18.0
unknown,1242,RIDGE | 10.0
unknown,1243,BELL | 1.0
unknown,1244,BROOK | 9.0
unknown,1245,LAKE | 14.0
unknown,1246,RANCH2 | 14.0
unknown,1247,VALLEY | 14.0
unknown,1248,MARTINDALE | 14.0
unknown,1249,MOUNT R | 2.0
unknown,1250,ADOBE | 4.0
unknown,1251,KENWOOD | 9.0
unknown,1252,EASTON | 7.0
unknown,1253,LAGO | 2.0
unknown,1254,BULL | 10.0
unknown,1255,SOUTH MAIN | 18.0
unknown,1256,PITMAN | 2.0
unknown,1257,GIFFORD  | 10.0
unknown,1258,HOG | 14.0
unknown,1259,H - 8 WELL | 1.0
unknown,1260,L-2 YELLOW | 1.0
unknown,1261,DAM | 14.0
unknown,1262,FLAT | 14.0
unknown,1263,TRIMMER | 14.0
unknown,1264,BAKER | 5.0
unknown,1265,TRAMWAY | 2.0
unknown,1266,SNOW | 10.0
unknown,1267,OAKS | 9.0
unknown,1268,PUMICE  | 1.0
unknown,1269,NAIL | 14.0
unknown,1270,LITTLE SODA | 14.0
unknown,1271,AUGUST COMPLEX | 1.0
unknown,1272,STUMP | 14.0
unknown,1273,HOG | 14.0
unknown,1274,ANTELOPE | 5.0
unknown,1275,FISH CREEK | 1.0
unknown,1276,RED SALMON COMPLEX | 1.0
unknown,1277,33 | 2.0
unknown,1278,ELSMERE | 14.0
unknown,1279,MESA | 14.0
unknown,1280,ROWHER | 7.0
unknown,1281,TEXAS | 2.0
unknown,1282,MURPHY | 14.0
unknown,1283,BLUEJAY | 1.0
unknown,1284,CALDWELL | 1.0
unknown,1285,DOME | 1.0
unknown,1286,HORSE | 1.0
unknown,1287,IVANPAH | 8.0
unknown,1288,MORAINE | 1.0
unknown,1289,NORTH WHIZZ DOME | 1.0
unknown,1290,RATTLESNAKE | 1.0
unknown,1291,SCORPION | 2.0
unknown,1292,WOLF | 1.0
unknown,1293,WOODWARD | 1.0
unknown,1294,166 | 14.0
unknown,1295,AURORA | 1.0
unknown,1296,BACCARAT | 14.0
unknown,1297,BARNES | 14.0
unknown,1298,BASIC | 1.0
unknown,1299,ELLIOT | 14.0
unknown,1300,HILL | 1.0
unknown,1301,HORN | 14.0
unknown,1302,LAURA 2 | 14.0
unknown,1303,MOUNTAIN VIEW | 14.0
unknown,1304,NADEAU | 14.0
unknown,1305,NORTH | 10.0
unknown,1306,R-1 MAPES | 1.0
unknown,1307,R-3 LITTLE FREDOYNER | 1.0
unknown,1308,R-2 TRUMBULL | 1.0
unknown,1309,R-3 SKEDDADLE | 1.0
unknown,1310,R-5 SNOWSTORM | 1.0
unknown,1311,R-5 DRY | 1.0
unknown,1312,R-8 PINECODE | 1.0
unknown,1313,RAILROAD | 1.0
unknown,1314,SLINK | 14.0
unknown,1315,SMOKETREE | 8.0
unknown,1316,STANDING ROCK | 14.0
unknown,1317,W-4 TERMO | 1.0
unknown,1318,W-5 COLD SPRINGS | 1.0
unknown,1319,WOOD | 5.0
unknown,1320,BEND | 14.0
unknown,1321,LULU | 14.0
unknown,1322,ORANGE | 14.0
unknown,1323,PARKER DAM | 9.0
unknown,1324,R-6 TUNNISON | 1.0
unknown,1325,PINEY | 2.0
unknown,1326,CIMA | 14.0
unknown,1327,MYER | 2.0
unknown,1328,STANDARD | 14.0
unknown,1329,AHA MACAV | 9.0
unknown,1330,POWER | 14.0
unknown,1331,CREEK 5 | 14.0
unknown,1332,EL DORADO | 14.0
unknown,1333,BRUNO | 7.0
unknown,1334,LIVE OAK | 10.0
unknown,1335,WILLIAMS | 2.0
unknown,1336,HIGHLAND | 14.0
unknown,1337,WINDY RIDGE FIRE | 14.0
unknown,1338,NICHOLS | 3.0
unknown,1339,LAGUNA | 10.0
unknown,1340,GUYS | 5.0
unknown,1341,ORR | 2.0
unknown,1342,LIBERTY | 14.0
unknown,1343,MARTIN | 11.0
unknown,1344,SPRING | 5.0
unknown,1345,RED 3-1 | 1.0
unknown,1346,NOYES 1-14 | 1.0
unknown,1347,MOFFETT | 2.0
unknown,1348,SIERRA | 14.0
unknown,1349,CROSS | 14.0
unknown,1350,EXTENSION INC | 14.0
unknown,1351,CAMELOT  | 14.0
unknown,1352,14.0
unknown,1353,14.0
unknown,1354,OUTLET | 14.0
unknown,1355,178 | 14.0
unknown,1356,TRAIL | 14.0
unknown,1357,14.0
unknown,1358,WOFFORD  | 14.0
unknown,1359,SABODAN | 14.0
unknown,1360,DONALD | 7.0
unknown,1361,MOCKINGBIRD | 7.0
unknown,1362,RANCHO | 11.0
unknown,1363,HUASNA | 5.0
unknown,1364,BISHOP | 14.0
unknown,1365,CAMATTA | 11.0
unknown,1366,DAIRY | 2.0
unknown,1367,FARM | 2.0
unknown,1368,LINNE | 11.0
unknown,1369,JACK | 14.0
unknown,1370,SHERRY | 2.0
unknown,1371,CAMATTA | 2.0
unknown,1372,VENICE | 2.0
unknown,1373,MACK | 10.0
unknown,1374,WEBSTER | 8.0
unknown,1375,SHED | 10.0
unknown,1376,CREEK | 10.0
unknown,1377,MUSTARD | 11.0
unknown,1378,RESERVOIR | 8.0
unknown,1379,PRICE | 10.0
unknown,1380,RANCHO | 5.0
unknown,1381,LAGO | 14.0
unknown,1382,TORO | 11.0
unknown,1383,CHOLAME | 14.0
unknown,1384,TOPAZ | 11.0
unknown,1385,GREEN | 10.0
unknown,1386,DAVIS | 10.0
unknown,1387,MEADOW | 8.0
unknown,1388,LUCY | 14.0
unknown,1389,HILLS | 10.0
